Review,Lecturer,Training_program,Facility,Others
"đề thi hơi khó tiếp  .thầy dạy nhiệt tình , chia sẻ những kiến thức bổ ích .",3,1,0,0
"thầy không chỉ dạy về mặt kiến thức mà thầy còn cho sinh viên một cái nhìn về cách sống của một con người qua mặt đạo đức , tính nhân bản của con người .phòng máy quá nóng , nhỏ , trang thiết bị ít , máy rất cũ , hư nhiều .",3,0,1,0
"dọng thầy hơi khó nghe , nói còn hơi to .cần tăng cường nội dung nghe và nói để sinh viên giao tiếp tốt hơn bằng tiếng anh .",1,1,0,0
"thầy rất dễ thương .môn học nên tập trung vào chuyên sâu các mục , nên có biên soạn giáo trình mới , chuyên sâu hơn .",3,1,0,0
sắp xếp thời gian học không trùng với các môn học khác .thường xuyên giúp đỡ cho sinh viên hiểu bài .,3,1,0,0
dạy nhanh .cần có nhiều bài học thực tế hơn nữa .,1,1,0,0
"mong thầy có thể hướng dẫn cách cụ thể nhất cho những bài khó .sinh viên chưa có một chút kiến thức nền tảng nào đã phải học những kiến thức bậc trung đến khó , chưa nói slide giảng dạy là chương trình dành cho cao học .",1,1,0,0
"làm chủ đề đồ án nhóm .thầy cung cấp tài liệu học tập rất đầy đủ , chi tiết .",3,2,0,0
rất thích cô wzjwz108 vì cô dạy hứng thú và hay .thêm nhiều bài tập hơn .,3,1,0,0
"các thiết bị giảng dạy môn học có thể không đảm bảo chất lượng , nhiều thiết bị hoạt động không tốt như doubledot loa , máy chiếu .cần có thời gian hợp lý hơn khi học thực hành sau lý thuyết .",0,1,1,0
"wifi quá yếu .nếu thầy có nghỉ không dạy nên thông báo trực tiếp cho lớp trưởng , lớp em toàn nhà xa mà lên trường thì phải ngồi đợi cả buổi không thấy thầy vào lớp lúc đó mới biết là được nghỉ .",1,0,1,0
trình bày bài giảng một cách khoa học và hợp lý .kêu sinh viên nếu có thời gian thì đi dự seminar nhưng lại bắt viết bài thu hoạch lấy điểm .,3,1,0,0
rất hay khuyến khích tinh thần học tập .điều chỉnh máy chiếu phù hợp với kích thước phông màn !,3,0,1,0
sau lễ 30 fraction 4 - 1 fraction 5 doubledot giảng viên không đến lớp để giảng dạy .giáo trình nên đưa ra nhiều ví dụ minh họa hơn .,1,1,0,0
em nghĩ nên có giờ giao tiếp bằng tiếng anh riêng cho sinh viên để cải thiện được khả năng giao tiếp của sinh viên .dạy đầy đủ .,3,1,0,0
"chương trình học áp lực quá .hay nói dông dài trong giờ học , giảng dạy chưa nhiệt tình , buồn ngủ .",1,1,0,0
còn có một số thiếu hụt nhỏ trong kiến thức nhưng nhìn chung có kiến thức chuyên môn tốt .dễ tiếp thu .,3,3,0,0
"sự tận tâm , kiên nhẫn giảng và giải thích để sinh viên nắm được bài .làm việc nhóm hiệu quả .",3,0,0,3
"cần có bài tập nhóm , trên lớp hoặc về nhà .giảng viên nhiệt tình giảng dạy hay và dễ hiểu .",3,1,0,0
"cần thêm một số topic để rèn luyện thêm .nên chú ý cách giảng dạy hợp lý hơn , dễ hiểu hơn .",1,1,0,0
"nên tập trung vào nghe và nói tiếng anh nhiều hơn .kiến thức nhiều , dạy tốt .",3,1,0,0
"giảng viên nhiệt tình , đến lớp đúng giờ .rất tốt , thời gian môn học trong một tuần phải tăng lên , muốn học nhiều hơn môn này .",3,3,0,0
" nên tổ chức ôn tập ở một hai buổi học để sinh viên cũng cố bài đã qua và hoàn thiện kiến thức .thầy dạy rất hay , cách thầy dạy giúp sinh viên dễ hiểu bài !",3,2,0,0
"môn học rất khách quan , dễ hiểu .slide cô chuẩn bị rất hay lý thuyết rất chi tiết .",3,3,0,0
"thầy nên nói tiếng anh tốt hơn .không khí vui vẻ , thoải mái .",3,0,0,3
"tài liệu có cập nhật kiến thức thực tế .em rất hài lòng về phương pháp , cách giảng dạy cũng như cách thầy tiếp xúc với sinh viên .",3,3,0,0
"cô nhiệt tình giúp đỡ , tận tâm với công việc .giáo trình hợp lý .",3,3,0,0
"nhiều khi em thấy giảng viên dạy trên lớp có những kiến thức còn là lý thuyết quá nhiều , xa rời thực tế .cần xác định rõ mục tiêu thực tế của môn học ứng dụng vào việc gì .",1,1,0,0
"yêu cầu của giảng viên quá cao trong khi cái mà sinh viên học được lại quá ít hầu như không có gì ngoài việc dịch các cuốn sách mà không hiểu đúng sai , trong khi dù đúng hay sai cũng không không được giảng viên chỉ ra .bỏ tổ chức thi lý thuyết cuối kỳ vì làm đồ án mất khá nhiều thời gian .",1,1,0,0
giáo trình nên hướng dẫn giải các bài tập cơ bản của môn học .giáo viên chỉ dẫn rất nhiệt tình .,3,1,0,0
"thầy giảng dạy với tâm huyết cho sinh viên , có nhiều cách sáng tạo khi giảng dạy !kỹ càng .",3,0,0,2
"thầy cho chép bài ít thôi , tập trung sửa bài được không ạ . chương trình cũ .",1,1,0,0
"nên cập nhật giáo trình đầy đủ , nội dung môn học nên cải tiến , phần thực hành nên hiệu chỉnh để thống nhất với lý thuyết .giảng viên cần có phương pháp giảng dạy tốt hơn .",1,1,0,0
"tránh trường hợp sử dụng phòng wzjwz136 vì phòng này rất nhỏ không đảm bảo để cho việc thực hành .giáo viên nhiệt tình , luôn đảm bảo giờ lên lớp , truyền đạt kiến thức hiệu quả .",3,0,1,0
"dạy trễ , giờ học bị kéo dài .bài giảng cần rõ ràng hơn .",1,1,0,0
"nên giảng cho học sinh kỹ hơn nữa .bởi chúng em đang đi học , phải học của nhiều môn khác nhau .",1,0,0,2
"cô dạy dễ hiểu , cho điểm rẻ , điểm danh công bằng , giảng dạy có mạch tạo cảm hứng học .phòng học hơi nhỏ , nên nâng cấp .",3,0,1,0
tiết học sinh động .tất cả đều hài lòng .,3,0,0,3
"cơ sở vật chất cần được cải thiện , tránh việc học ở các giảng đường .theo thời khóa biểu hiện nay thì học thực hành trước nên sinh viên lúc thực hành chưa hiểu vấn đề nên khó khăn trong việc làm bài .",0,1,1,0
"thầy dạy rất nhiệt tình , không bao giờ về trc giờ ( thêm giờ nữa chứ ) cái diễn đàn của thầy rất hiệu quả , nói chung thầy tốt .cám ơn thầy !",3,0,0,2
"giảng viên nhiệt tình , giảng dạy kỹ càng , chi tiết , bám sát chương trình .trang thiết bị cần được nâng cấp và cải thiện .",3,0,1,0
"chuẩn bị âm thanh trước môn học ổn định để tránh mất thì giờ vì điều chỉnh âm thanh trong phòng học .giảng viên nên trao đổi với sinh viên nhiều hơn , giao bài tập và giải thích những thắc mắc của sinh viên về môn học .",1,0,0,1
cô cho ví dụ minh họa dễ hiểu .phải thực hành nhiều hơn nữa .,3,1,0,0
cô không công bằng trong việc điểm danh .sinh viên lên lớp thì muốn làm cũng được không cần phải ngồi làm bài thực hành chỉ cần đến hôm nộp bài có bài nộp là được .,1,1,0,0
tích cực hướng dẫn khi sinh viên hỏi bài .phòng học khác phải có màn che .,3,0,1,0
"cô rất nhiệt tình khi giảng dạy , kiên nhẫn với sinh viên .bài tập không cho ví dụ về nhà để xem lại .",3,1,0,0
"thầy dạy nhiệt tình , cám ơn thầy .hiện tại tốt , không cần điều chỉnh gì thêm .",3,0,0,3
đề thi sát với môn học .có cung cấp bài tập cho sinh viên tự học ở nhà .,3,3,0,0
cô rất nhiệt tình và gửi nhiều tâm huyết trong bài giảng .khá tốt .,3,0,0,3
"giảng viên truyền đạt tận tâm , dễ hiểu .đề thi khá khó , hy vọng thi cuối kỳ thầy cho đề dễ thở hơn ạ .",3,1,0,0
luôn giải đáp những thắc mắc sớm nhất có thể . mở thêm những buổi học ngoài tăng cường kiến thức .,3,3,0,0
"không hài lòng , dạy cái gì cũng sơ sài , sinh viên hỏi sâu vô thì không biết , lảng tránh vấn đề .đó là giáo trình và tài liệu .",1,2,0,0
thầy cần giảng rõ ràng mạch lạc hơn .em thấy học thực hành là tiếp thu nhiều hơn học lý thuyết  .,1,3,0,0
tình trạng nghỉ không thông báo cho sinh viên để sinh viên đứng đợi giảng viên gần hết giờ rồi ra về nhiều lần .số lượng bài tập chưa nhiều .,1,1,0,0
"giảng viên truyền đạt tốt , em không có ý kiến gì thêm .nên giao chìa khóa phòng thực hành cho trực tiếp giáo viên .",3,0,1,0
giáo viên nhiệt tình .lớp sôi nổi .,3,0,0,3
"thầy hơi nghiêm khắc , nhưng dạy dễ hiểu .nhà trường nên đưa môn học này vào thời khóa biểu bắt buộc ở học kỳ 1 của các sinh viên năm nhất nhằm giúp các em nắm biết được mình nên học gì , mình có nên chuyển đổi ngành hay không .",3,1,0,0
chương trình học khá dài chưa tập trung .giảng viên đảm bảo giờ lên lớp .,3,1,0,0
"sử dụng dụng cụ dạy học có chất lượng tốt , ví dụ như máy nghe tiếng anh chất lượng tốt .phương pháp giảng dạy dễ tiếp thu .",3,0,3,0
"thầy rất hiền , dạy nhiệt tình , giảng dễ hiểu .cập nhật hệ điều hành cho phòng máy.",3,0,1,0
có sự thay đổi giảng viên trong quá trình học làm sinh viên không thích ứng kịp trong quá trình báo cáo làm các bài báo cáo trong thời gian đó nộp không đúng hạn bị trừ điểm .cần tăng cường hoạt động nhóm và cần nhiều bài tập hơn cho môn học .,1,1,0,0
"thầy chưa chuẩn bị bài kỹ khi lên lớp .các nội dung trong tài liệu môn học chưa đầy đủ và chi tiết , chưa đi sâu vào bản chất của vấn đề , đặc biệt là phần xml và hướng đối tượng .",1,1,0,0
"gần tới kỳ thi cuỗi kỳ mà sinh viên chưa biết được mình đang học gì , dù có cố gắng nghe nhưng vẫn không hiểu .cô dạy khó hiểu , phức tạp hóa vấn đề .",1,1,0,0
"không thông báo cho sinh viên , sinh viên nhiều lần lên trường rồi lại về dot mất thời gian !môn học quá khó đối với em .",1,1,0,0
"nhiệt tình giúp đỡ .lượng kiến thức thì nhiều mà thời gian dạy thì ít , mong phòng đào tạo có thể xem xét và chia ra dạy mỗi môn 1 - 3 ngôn ngữ , ví dụ như html , css làm 1 môn học , js và jquery làm 1 môn , php làm 1 môn .",3,1,0,0
"cô quá chất , đi dạy chỉ cần cái điện thoại . lớp không thường xuyên trễ .",3,0,0,3
thay đổi cách truyền đạt để môn học ít nhàm chán hơn .làm đồ án phải báo cáo mỗi 2 tuần .,3,1,0,0
em nghĩ là làm bài tập nhiều tốt hơn là học lý thuyết nhiều .cô giải nhiều bài tập .,3,1,0,0
"thường đến lớp trễ .theo bản thân em thấy sinh viên làm đồ án kết thúc môn học đã đủ để đánh giá , không cần thi lý thuyết cuối kỳ , nó thật sự không mang lại hiệu quả .",1,1,0,0
"cô vui tính , quan tâm tới học sinh .muốn đề thi dễ hơn .",3,1,0,0
"tận tình giải bài tập trên lớp .nội dung lan man , khó áp dụng vào thực tế .",3,1,0,0
dạy khó hiểu .môn học cần phân bố hợp lý thời gian cũng như các phần của môn học giúp sinh viên học tốt hơn môn học này .,1,1,0,0
theo dõi kỹ càng việc thực hành của sinh viên .thời gian làm bài tập nên kéo dài hơn một chút .,3,1,0,0
"thầy dạy dễ hiểu , tận tâm , nhiệt tình .giáo trình của môn học chưa đầy đủ , chưa cập nhập .",3,1,0,0
"giáo viên hơi hiền với lớp nên lớp luôn ồn ào và không tập trung .bài tập nhiều , đa dạng .",1,3,0,0
"giáo trình lỗi thời.giảng dạy chi tiết , nhiệt tình .",3,1,0,0
"thời lượng buổi học quá ngắn .em rất thích cô , cô dạy hay dễ hiểu .",1,1,0,0
"buổi nào cũng có thực hành, học lý thuyết xong ra thực hành liền sẽ có hiệu quả cao !ít tương tác với sinh viên .",1,1,0,0
thầy vui tính và dạy rất nhiệt tình .phòng lab hư nhiều .,3,0,1,0
"thầy dạy nhiệt tình , tốt nhưng không phù hợp với tôi .tài liệu nhiều .",2,3,0,0
"cô dạy tốt , dễ tiếp thu .phòng quá nóng  .",3,0,1,0
"không có hoạt động nhóm , bài tập ít .nên cho bài tập để giải thêm .thiếu các thiết bị chạy hệ điều hành windows phone , ios , android cho sinh viên thực hành .",1,1,1,0
"cô dạy khá dễ hiểu và cô khá thoải mái .nên cập nhật đề cương giảng dạy môn học thường xuyên , kiến thức phù hợp với thực tiễn .phòng lab chán lắm , hư hỏng hết cả .",3,1,1,0
"thầy cho đề thực hành cũng khá hay , nhưng mà thật thì em toàn code mấy bài đó trên notepad rồi nộp , không test gì cả , nhưng được cái là đồ án 10 thì điểm thực hành cũng 10 luôn .phòng thực hành nhỏ không đủ máy cho sinh viên , máy có nhiều virus .cung cấp thêm giáo trình , tài liệu môn học .",2,1,1,0
cô dạy rất tuyệt .lên lớp đều .lớp học đông nên ồn ào và khó tiếp thu .,3,1,1,0
"update các bài học mới , bổ ích .giảng rất tận tình , giải đáp các thắc mắc của sinh viên .thầy dạy rất hay , thú vị .",3,3,1,0
giảng dạy có logic và có sự chuyên tâm của giáo viên nên em không có ý kiến gì thêm .thực hành vẫn còn đi trước lý thuyết .phòng máy giật và hay bị đứng mặc dù cấu hình cao .,3,1,1,0
"giảng viên tận tình , hướng dẫn học tập hiệu quả .cần nâng cấp hệ thống wifi , vì khi vào phòng thực hành , sinh viên không thể truy cập internet , buộc phải xin phép ra ngoài để làm bài .tận tâm , sẵn lòng giúp đỡ sinh viên giải đáp thắc mắc .",3,1,1,0
"thầy hay cho nghỉ , nói chung là không nhớ mặt thầy luôn rồi , thời gian thi không hợp lý , thay đổi giáo viên thường xuyên .tương tác với sinh viên .các hoạt động thi đua các nhóm trên lớp với nhau .",1,2,0,2
"lý thuyết .hệ thống phòng máy còn nhiều vấn đề doubledot chuột , bàn phím hỏng , vdotv .cô rất tâm huyết , không chỉ dạy kiến thức anh văn mà còn rút ra những bài học kinh nghiệm từ bài giảng .",3,2,1,0
có nhiều hình thức giảng dạy mới giúp sinh viên tiếp thu kiến thức dễ dàng .cách mà cô tiếp cận với sinh viên .wifi các phòng thực hành thường rất yếu .,3,1,1,0
"nhưng đa số các bạn trong lớp thì không hiểu , cô cần có phương pháp dạy tốt hơn .thời gian chết trong tiết học nhiều .phòng học ngay cạnh bên công trường .",1,1,1,0
"nếu được , thầy kể thêm truyện ngày xưa vào những lúc giải lao .phân chia ca học hợp lý hơn để việc sắp xếp môn học được thuận tiện hơn .quá nhanh .",2,1,0,1
"thầy dạy được , vui vẻ .tận tâm , vui tính trong giờ giảng dạy giúp giải tỏa căng thẳng .1 tín chỉ thực hành 2 tín chỉ học phí .",3,2,0,1
"giảng viên nhiệt tình , năng động .em nghĩ nên kết hợp thực hành vào chung một buổi .trang thiết bị còn kém , loa chưa đủ rõ để nghe anh văn , máy chiếu chưa nhìn rõ màu sắc .",3,1,1,0
"hay .cô dạy rất nhiệt tình , tận tâm , cách dạy dễ hiểu .những bài tập , đồ án thầy đưa ra rất hay và giúp sinh viên rèn luyện kiến thức rất tốt .",3,0,1,3
"đưa ra đề tài seminar như thách đố sinh viên vậy .đồ án hay .bài giảng thu hút , dễ hiểu .",3,3,0,1
vừa học được kiến thức chuyên môn vừa học được cách làm người .hiện nay trong phòng lab số lượng kit học bị hư hỏng nhiều .thầy đi dạy đầy đủ .,3,3,1,0
"sự nhiệt tình của thầy cô .trang bị thêm thiết bị nghe nhìn .lớp lý thuyết chủ yếu dạy về các công nghệ mới , những sáng tạo trong công nghệ trên thế giới cũng như trong lĩnh vực di động , rất ít kiến thức về lập trình để tôi có thể hiểu về lập trình trên thiết bị di động cũng như việc làm bài tập ở lớp thực hành và đồ án môn học .",3,1,1,0
"vui tính , tận tình .em có ý kiến là nên hoàn thành các bài tập thực hành trước khi kỳ thi bắt đầu .hỗ trợ thêm cơ sở vật chất , thiết bị thực tế .",3,1,1,0
"giáo viên nhiệt tình , giảng bài dễ hiểu .nên muốn nhà trường tăng thêm thời gian học lý thuyết của môn này .cơ sở vật chất cần chuẩn bị tốt hơn để giảng viên có điều kiện tốt để giảng dạy .",3,1,1,0
chất lượng đào tạo của môn học này đã tốt rồi .có các phần ôn tập không liên tới bài kiểm tra .thiết bị còn thiếu .,1,3,1,0
"chưa có điểm thi giữa kỳ .nội dung giảng dạy quá sơ sài , giảng viên không quan tâm tới lớp .học song song lý thuyết và thực hành để kiến thức được củng cố hơn .",3,1,0,1
"nếu không thì coi như lớp đi toi .thầy giảng bài nhiệt tình , nhưng hơi khó hiểu .phòng học cần lắp thêm quạt và màn che để theo dõi bài giảng của giáo viên tốt hơn .",1,0,1,1
chưa sâu về nội dung .tài liệu giấy đầy đủ nhưng thứ tự bài chưa được cập nhật theo chương trình giảng .phòng thực hành nên nâng cấp máy tính .,3,1,1,0
học thực hành nhiều hơn .em nghĩ sẽ hiệu quả hơn nhiều .rất tận tâm và đảm bảo thời gian .,3,1,0,1
thời gian chỉ được phân bổ 2 tiết nên vừa mất thời gian lại không có thời gian để giảng thêm nhiều vấn đề .em thấy đã được .thầy nhiệt huyết tận tâm .,3,1,0,2
"sau các lần nộp bài tập và sửa bài nên cung cấp bài giải đúng , chuẩn xác để cải thiện việc học của sinh viên .giao tiếp .tuyệt !",2,3,0,3
"đề quá khó !thầy kể chuyện hay , nhiệt tình , nói các vấn đề sát với thực tế ngành công nghệ thông tin .thiết bị về máy chiếu chưa được tốt , mong nhà trường tạo điều kiện .",3,3,1,0
"giáo viên giảng dễ hiểu , nhiệt tình .phòng lab được trang bị những máy tính cấu hình thấp không đảm bảo được nhu cầu thực hành của sinh viên khoa wzjwz46 , chất lượng mạng kém , có nhiều dây mạng không thể truy cập internet .thầy max đẹp trai .",3,1,1,0
"cần tăng thêm nhiều tiết thực hành .chỉ có thầy wzjwz320 dạy , em cảm thấy học và thi không ăn nhập gì với nhau .bộ kit thực hành cần được nâng cấp để không xảy ra tình trạng hư , trục trặc .",3,1,1,0
"thầy đẹp trai .em rất thích cách lấy ví dụ và mở rộng bài giảng của thầy .thay đổi đề cương môn học cho phù hợp với tình hình thực tế hiện nay , có thể áp dụng , liên hệ với thực tế .",1,1,1,0
sinh viên có cảm giác thầy giảng như cho có .buổi sửa bài tập cần làm kỹ lưỡng hơn .thay đổi hệ thống âm thanh phòng học .,1,1,1,0
"thầy nhiệt tình trong quá trình giảng dạy , có thêm video cho học sinh về tự học thêm .theo chủ quan của cá nhân tôi cô wzjwz248 là người truyền đạt kiến thức tốt nhất từ trước tới giờ so với những giảng viên mà tôi từng biết .cần thêm thiết bị để làm các bài tập thực hành về ảo hóa , quản trị .",3,1,1,0
"đầy đủ số buổi , cung cấp tài liệu đầy đủ .mở các câu lạc bộ về lập trình sẽ giúp các sinh viên đầu khoá có cách tiếp cận môn học dễ dàng cũng như cách nghiên cứu về môn học , còn các sinh viên năm 3 năm 4 sẽ có cơ hội hướng dẫn các sinh viên đầu khoá , như vậy các anh chị khoá trên sẽ nắm chặt kiến thức hơn .cần có bộ giáo trình chuẩn cho môn này .",3,1,0,1
"thầy rất nhiệt tình , em rất hài lòng về cách giảng dạy cũng như các tài liệu , nội dung thầy cung cấp .ủa mà học có một buổi à dot còn tài liệu tự coi .rất thú vị .",3,1,0,3
"một môn học trong cùng một giờ chỉ nên có một giảng viên đứng lớp để đảm bảo sự liên tục của bài học .nên cập nhật book , slide thường xuyên vì quá cũ không tích hợp được với chương trình bây giờ .còn nhiều thứ còn khó hiểu , khó tiếp cận .",1,1,0,1
cách giảng viên tạo cơ hội cho sinh viên lấy điểm cộng .cần nhiều tiết học hơn để giáo viên sửa bài trên lớp .tất cả đều hài lòng .,3,1,0,3
"nghỉ dạy không báo trước sinh viên .danh sách lớp phân bổ không đều , số sinh viên nhiều hơn số máy trong phòng lab .cần nâng cao cơ sở vật chất của phòng học .",1,1,1,0
"mong thầy vui tính , gần gũi với sinh viên hơn .em hy vọng là nội dung bài học sẽ cập nhật các phiên bản công nghệ mới , gần đây nhất .dạy rất dễ hiểu và nhiệt tình , em rất thích cách giảng dạy của cô .",3,1,0,3
"vì thời gian trong lớp tập trung hơn .thực hành một đằng , lý thuyết một nẻo !màn hình chiếu của phòng còn mờ .",3,1,0,1
"sáng 7h15 - 7h20 các cô lao công mới quét lớp , sàn nhà , mà cứ quét là hắt thẳng kể cả mặt sinh viên đang đi ở hành lang các nhà như không có ai , rất khó chịu cho các bạn sinh viên , nói ra với các cô sợ các cô buồn rồi hôm sau hắt mạnh tay hơn .thời gian các bạn lên làm bài tập thì thầy nên giảng cho các sinh viên khác chưa làm được .giáo viên dạy dễ hiểu .",3,1,1,0
"cô nói hơi nhanh .tận tình với học sinh .nói hơi nhanh , cho bài tập thêm hơi khó .",3,1,0,3
"giảng viên hơi khó tính với sinh viên , giảng bài lan man gây khó hiểu cho sinh viên .sử dụng hiệu quả ứng dụng công nghệ thông tin trong giảng dạy .phần bài tập thực hành nên bám sát với phần lý thuyết .",1,1,1,0
"giảng viên có lên lớp đầy đủ .cô rất tận tình , nghiêm khắc trong giờ học .nội dung thực hành đã cũ , không được đổi mới và không sát với thực tế .",3,1,0,3
"dạy dễ nghe dễ hiểu .thời gian thực hành ít .khả năng truyền đạt tốt , dễ hiểu , nhiệt huyết , giảng hay .",3,1,1,0
"không cho bài tập thêm , toàn sửa lại ví dụ trong slide và sửa khá nhanh , sinh viên khó theo kịp .bài mẫu thực hành nên cụ thể hơn, bài mẫu hiện tại khó áp dụng vào đồ án , bởi nó chỉ lướt qua tổng quan các control .giảng viên nhiệt tình , truyền đạt dễ hiểu , điểm số công bằng .",1,1,0,1
thầy nên giải thích kỹ hơn .hài lòng .nên trang bị trang thiết bị cho phòng thực hành và phòng lab để sinh viên có thể thực hành và học trực tiếp trên thiết bị thật .,1,1,1,0
cho ôn tập một đường ra đề một kiểu .ra các dạng của đề thi !kết quả môn thực hành thì rất tốt nhưng ở môn lý thuyết thì ngược lại .,1,2,0,1
"cách chấm điểm của giảng viên không đánh giá đúng năng lực của sinh viên .học kỳ 2 cần học riêng theo từng lớp để có được kết quả học tập tốt nhất .trang thiết bị cần được hỗ trợ tốt hơn , chất lượng máy chiếu không được như ý , khá mờ làm chất lượng thuyết trình và việc giảng dạy không được tốt .",1,1,1,0
"thầy dạy nhanh quá và ít cho bài tập về nhà .thầy nên tập trung giảng giải thực hành , không nên tập trung vào việc cài đặt phần mềm .thầy dạy rất dễ hiểu và lôi cuốn học sinh .",1,1,1,0
"nên có các bài tập bắt buộc doubledot cá nhân doubledot nắm sát được tiến độ và khả năng của từng sinh viên nhóm doubledot đánh giá và hình thành kỹ năng làm việc nhóm đôi khi do không bắt buộc các bài tập nhóm và các bài tập thuyết trình mà các bạn sinh viên thụ động !thầy nên giảng kỹ hơn từng dòng code , từng ký tự , câu lệnh , biến .phòng học cần mát mẻ và ít bụi hơn , các bộ mạch , bộ kit thí nghiệm trong phòng lab khoa wzjwz38 cần được bảo trì , sửa chữa thường xuyên , hầu như là không còn cái nào đảm bao chất lượng cả , có cái thì hỏng một ít có cái thì hỏng hết để đấy .",1,1,0,3
"tăng cường speaking .giảng viên tận tâm , kỹ năng truyền đạt tốt .không có ý kiến chất lượng môn học vừa đủ cho mọi sinh viên .",1,1,0,2
"thầy hướng dẫn cụ thể , chi tiết , dễ hiểu .có thêm các mô hình thực tế cho sinh viên .nên nâng cao chất lượng sơ sở .",3,1,1,0
"không tập trung vào giảng kiến thức cho học sinh hiểu .máy chiếu phòng wzjwz104 rất hay tắt , mở được một lúc là nóng quá rồi tắt , không sử dụng được nữa .tóm lại đề thi 50% là kiến thức về mạng chủ yếu không tập trung vào hệ điều hành linux .",1,1,1,0
"giảng viên có trình bày một số vấn đề thực tiễn hữu ích , khích lệ những sinh viên tích cực , phong cách giảng dạy thân thiện tuy có phần lãnh đạm , dễ gây buồn ngủ .phần thực hành khó , em thường làm rất mơ hồ và không hiểu ý nghĩa của bài tập .slide bài giảng chưa được đưa lên .",3,1,0,1
"sử dụng tạo bài kiểm tra trong course chưa hợp lý .thấy giảng bài hơi nhanh .em sắp xếp hết lịch đâu vào đấy mà thầy cứ đổi giờ , đổi tiếc thì khó cho em quá .",1,0,1,2
"sinh viên không có thời gian tiếp xúc cũng như thực hành .thầy dễ thương colonlove dạy dễ hiểu , thầy vui tính !hi hi .",3,1,0,3
"không rõ "" thu được gì "" từ môn học này .giảng viên rất tận tâm .giải bài tập giúp hiểu hơn về bài học .",3,2,0,1
thầy dạy rất dễ hiểu sinh động .trình độ chuyên môn cao .không gặp mặt .,3,1,0,1
"cô wzjwz103 dạy rất hay , rất nhiệt tình , cách dạy của cô cũng rất lý thú , tạo sự hứng thú cho sinh viên .lịch dạy học thay đổi liên tục , không cố định .phòng học oi bức .",3,1,1,0
"cá nhân em nhận thấy cô rất tận tâm và có chuyên môn cao , tuy nhiên khả năng truyền đạt của cô chưa tốt cùng với ngôn ngữ địa phương mà cô sử dụng khiến cho sinh viên mất đi hứng thú học tập , học rất là buồn ngủ và khó hiểu bài giảng .cập nhật kiến thứ trong các slide , những phương pháp mới .cần chia nhóm học tập .",1,1,0,1
"giáo viên chưa chấm đúng điểm .thầy dạy rất hay , mong rằng sẽ được học thầy trong những môn khác .đề thi môn dài sinh viên làm không đủ thời gian .",3,1,0,1
"thưa , điều em hài lòng nhất về hoạt động giảng dạy của cô wzjwz326 là cô rất chuyên tâm và quan tâm tới học sinh và chất lượng buổi học .cần có tài liệu , giáo trình của trường một cách cụ thể và cập nhật hơn .cải thiện chất lượng quạt , phòng rất nóng , hầm và bí .",3,1,1,0
"thầy dạy rất nhiệt huyết , tận tâm .đảm bảo đúng thời gian lên lớp .tính kỷ luật cao .",3,3,0,1
không cần phải đi học thực hành trên phòng máy nhiều .giảng viên rất gần gũi và giúp đỡ sinh viên .bảo ví dụ về tự kiểm tra .,3,1,0,1
"có sự tận tụy .thay vào đó nên là báo cáo đồ án .điều chỉnh chất lượng doubledot với chương trình học tập hiên nay , sinh viên thương lắm vững kiến thức khi gần đến cuối kỳ gây khó cho sinh viên làm đồ án thời gian hạn hẹp .",3,1,0,1
slide hơi khó hiểu .thầy không chỉ day những kiến thức chuyên môn mà còn mở mang thêm những kiến thức hữu ích khác .hầu như không có vấn đề gì không hài lòng .,3,1,0,2
giảng viên không hướng dẫn thực hành đầy đủ .thiếu linh kiện .một số phần kiến thức bị bỏ qua do không đủ thời gian .,1,1,1,0
giảng viên cho bài tập nhiều và dồn lại cùng một lúc đa số sinh viên đều làm kịp thời gian dù những môn khác có giảm thời gian học lại cũng không làm bài kịp .đề thi thực hành cuối kỳ chưa hay .và quá gấp gáp .,1,1,0,1
"dạy từ cơ bản , theo logic , đến nâng cao .tôi xin góp ý doubledot đổi giờ học anh văn vào buổi sáng để chất lượng của buổi học được nâng cao .nên bố trí cho phòng jack cắm loa cho lab , để khi thầy phát video , hoặc thí nghiệm xử lý âm thanh ra loa , giúp sinh viên tiếp cận thí nghiệm hoặc nội dung video tốt hơn .",3,1,1,0
"thầy dạy dễ hiểu , tận tâm .các yêu cầu về đồ án môn học nên đươc đưa ra chính xác trước khi sinh viên bắt đầu thực hiện chia nhóm và làm đồ án .sử dụng slide , máy chiếu .",3,1,1,0
"đảm bảo tốt .lớp thực hành rất hay bị hủy không lý do , giáo viên thực hành ít tận tâm , không hướng dẫn sinh viên .nội dung giảng dạy nửa đầu học kỳ khá mơ hồ như "" làm thế nào để thành công "" , "" thói quen người thành công "" hay là bàn về tương lai vdotv .",1,1,0,3
"làm được nhiều bài tập .giảng viên đến lớp sớm hơn .bài thi chả liên quan , và thật sự cảm thấy kỹ năng nghe và nói mới là cần thiết nhất .",3,1,0,3
"cô rất nhiệt tình với học sinh với từng bài giảng .thầy không nên nói bồi nói đan xen quá nhiều tiếng anh vào trong bào giảng , như thế rất khó hiểu nếu sinh viên không hiểu rõ nghĩa của từ đó là gì .tên thầy dài quá nhưng em nhớ nó như một món quà dành cho thầy .",1,1,0,2
"dạy nhanh , không thể theo kịp .nên bỏ môn học này vì nó không sát với chương trình học .cần wifi mạnh ở dãy nhà cũ .",1,1,1,0
