Review,Lecturer,Training_program,Facility,Others
"cô không nói bằng micro nên nghe rất khó .thời gian làm bài tập nên kéo dài hơn một chút .hệ thống phòng máy còn nhiều vấn đề doubledot chuột , bàn phím hỏng , vdotv .các hoạt động hỗ trợ dạy học của cô tạo ra rất thú vị .",1,1,1,3
"cô dạy rất vui .cần cải thiện máy chiếu .nên tăng cường dạy từ vựng , bị hỏng kiến thức về từ vựng .làm khó sinh viên .",3,1,1,1
"giảng viên hướng dẫn rất nhiệt tình và chi tiết .một số lúc .nhà trường nên trang bị thêm máy chiếu ở phòng thực hành wzjwz135 , và nên cập nhập lên visual 2008 hay 2010 gì đó , vì em thấy một số máy chạy visual 2005 bị lỗi .sự tận tâm , kiên nhẫn giảng và giải thích để sinh viên nắm được bài .",3,1,1,1
"yêu cầu đối với sinh viên cao , nhưng lại không đáp ứng cho sinh viên những kiến thức cần thiết .em thấy việc này khá bổ ích .tài liệu thầy cho đem về ôn cũng phải chờ rất lâu mới có .máy chiếu của phòng bị mờ , nên sửa lại .",1,1,1,3
"lâu lâu còn kể chuyện em thấy rất thoải mái không quá nặng nề .có nhiều hình thức giảng dạy mới giúp sinh viên tiếp thu kiến thức dễ dàng .mong ban quản lý cơ sở ý kiến giúp chúng em , em xin cảm ơn !thật sự rất hài lòng .",3,1,2,3
"thầy rất tận tâm với sinh viên .lớp thực hành nhóm 2 bảo quản thiết bị quá yếu , do chia thiết bị không theo nhóm cố định , đến nhóm 1 thực hành là thiết bị trong bộ kit phân cho nhóm mình thiếu hụt , hư hỏng linh tinh .em xin lỗi nhưng đó là sự thật !càng cung cấp nhiều tài liệu trên mạng cho sinh viên sẽ càng cải tiến chất lượng môn học .",3,3,1,1
giảng viên nên nói rõ ràng cho sinh viên nghe được và hiểu .môn quan trọng mà có 3 tiết là hơi ít .đi sâu vào ứng dụng thực tế .micro hư thường xuyên .,1,1,1,3
"cô dạy truyền cảm .cần sửa chữa các linh kiện phòng máy wzjwz23 vì một số chuột đã hư .giáo viên nhiệt tình , phương pháp giảng bài dễ hiểu .slide bài giảng còn lẫn lộn anh việt , phần tiếng việt thì giảng viên lại dùng google dịch nên đọc không hiểu .",3,1,1,1
"không nhiệt tình giải đáp thắc mắc .nếu có thì nên mở lớp nâng cao web , như xử lý truy cập lớn , phân bố cơ sở dữ liệu có ích cho việc ra làm hơn .phòng lab cần có thêm thiết bị thật để thực hành .cơ sở vật chất .",1,1,1,2
"đồng thời , giảng viên rất tích cực , năng nổ trong việc giảng dạy , cung cấp cho sinh viên nhiều kiến thức bổ ích và cũng luôn vui vẻ , hoà đồng nhằm khiến sinh viên cảm thấy thoải mái khi đến lớp .giảng dạy hết mình .nội dung học cũ .cải thiện chất lượng phòng máy thực hành .",3,1,1,3
"giảng viên dạy dễ hiểu , có định hướng .mong nhà trường có thể trang bị thêm phòng máy tốt hơn để khi chạy chương trình có thể chạy nhanh hơn .môn này gắn với thực tế nhiều nên có những các tương tác trực tiếp với nhau .like .",3,1,1,3
không biết được chính xác bao giờ học thật để đi học .nội dung thực hành nên bám sát với lý thuyết .màn hình chiếu của phòng còn mờ .nâng cao chất lượng phòng học .,1,1,1,1
"nên thực hành speaking nhiều hơn và phân bổ thời gian học grammar , cũng như phân thêm thời gian học hoặc nghe phần listening .thầy em học chính trị đầu tiên thấy phê nhất .hiện tại tốt , không cần điều chỉnh gì thêm .giảng đường ngột ngạt và nóng nực , từ tiết 2 trở đi thì rất khó tập trung học .",3,1,1,3
"thầy không thông báo khi nào nghỉ khi nào học , để học sinh phải lên trường chờ mấy tiếng đồng hồ rồi đi về , thầy cũng không lên lớp .cuối kỳ , không cần ôn tập vẫn có thể nhớ rất nhiều kiến thức .phần thực hành ít có liên quan đến phần lý thuyết .phòng lab tốt hơn .",1,1,3,3
"kiến thức uyên bác và hài hước , hay kể chuyện .cần hiểu rõ thêm cách kết nối prolog với c .kinh mong nhà trường làm rõ việc này và đảm bảo công bằng cho sinh viên !thầy dạy bài hay , dễ hiểu và nhiệt tình .",3,2,1,1
"bài nào không hiểu hỏi thầy , thầy nhiệt tình giảng lại đến khi bọn em hiểu thì thôi .cần cung cấp nhiều thông tin bài học hơn .nên biên soạn một bộ tài liệu hướng dẫn thực hành chi tiết .bảo ví dụ về tự kiểm tra .",3,3,1,1
"ít dạy bài tập .thầy vui vẻ , dễ chịu .cám ơn thầy !cải thiện trang thiết bị phòng học doubledot quạt , máy chiếu .",3,1,1,2
"chỉ làm bài tập dựa trên tài liệu và tìm kiếm trên mạng .thầy cho nghỉ nhiều chắc vì cuối kỳ thầy đi học .em nghĩ nên thi thực hành thay vì lý thuyết cuối kỳ .hiện tại các thiết bị phòng lab để thực hành môn này đều đã hỏng , trong suốt quá trình thực hành chúng em không thể thực hành được trên thiết bị , mặc khác cũng chẳng nhận được sự hỗ trợ hướng dẫn nào của giảng viên thực hành .",1,1,1,1
"cần cho sinh viên tập nói các topic trong cái unit trước để sinh viên tự tin hơn về khả năng nói của mình .nhà trường nên cho sinh viên biết cụ thể nội dung , mục đích môn học ngay từ để giúp sinh viên hiểu rõ hơn về môn học sắp tới .có kiến thức nền tảng này , sinh viên có thể học thêm bất kỳ công nghệ cụ thể nào đó dễ dàng , cũng như tiếp thu thay đổi công nghệ mới nhanh chóng .thiếu kinh nghiệm truyền đạt .",1,1,1,3
"giảng viên tận tình , khả năng truyền đạt cao .thầy vui tính , dạy kỹ bài .sự nhiệt tình của thầy , thầy rất quan tâm đến sinh viên .các phòng máy nên được cài đặt phần mềm liên quan đầy đủ hơn .",3,3,1,1
"bảo thủ trong cách giảng dạy , không giải đáp thắc mắc hỗ trợ sinh viên khi đang thực hành .môn học cần phân chia hợp lý giữa các phần , phần nào khó cần nhiều thời gian để học nó , phần nào đã học thì chỉ ra những điểm đặc biệt cũng như thời gian học phần đó rút ngắn lại để các phần chưa học khác sẽ có thời gian nhiều hơn .vâng , may thay có một bạn đã trả lời được những gì thầy đưa ra , và thế là bạn kia rớt .máy thực hành nên cài visual studio 2013 .",1,1,1,1
"em rất hài lòng về giờ thực hành này .có lúc nghiêm khắc , cho bài tập hơi nhiều .học trong phòng chất lượng cao hơn , phòng học hiện tại không có máy lạnh .rất ít người học thực hành môn cấu trúc dữ liệu & giải thuật .",1,3,1,1
"em rất mong muốn được học tiếp các môn liên quan như phân tích mã độc .phòng học thiếu quạt .cập nhật liên tục những công nghệ mới , không giảng dạy những công nghệ đã quá cũ trang thiết bị thực hành cần hoàn thiện .áp dụng vào thực tế nhiều hơn .",2,1,1,1
"dạy lan man , lên lớp chỉ cố gắng đọc một cái slide cho hết giờ , kiến thức chưa dạy thì đã có trong đề thi .nên nâng cao chất lượng phòng học hơn .nên chú trọng hơn về giao tiếp tiếng anh .hơi khó tiếp thu .",3,1,1,1
"dạy nhiều nhưng không tiếp thu được hết .giáo trình hợp lý .các thiết bị giảng dạy môn học có thể không đảm bảo chất lượng , nhiều thiết bị hoạt động không tốt như doubledot loa , máy chiếu .nói chuyện lan man , không liên quan đến môn học quá nhiều .",1,3,1,1
"chưa làm rõ nội dung giảng dạy nên có một số phần hơi khó tiếp thu .rất hài lòng ạ .nên có các buổi ra ngoài tiếp xúc ví dụ như quận 1 có các người nước ngoài , trung tâm văn hóa thanh niên có câu lạc bộ tiếng anh .sử dụng trang thiết bị hiệu quả cho quá trình học tập .",1,1,3,3
"giảng viên hòa đồng , nhiệt tình , có nhiều phương pháp dạy học thú vị .phòng wzjwz35 nhà trường nên thay máy chiếu mới , vì nó đã quá cũ và thường xuyên gặp vấn đề .nội dung bài thực hành nên chú trọng vào chất lượng hơn là số lượng .không hiệu quả .",1,1,1,1
"em nghỉ nên biên soạn lại .thầy cho ghi bài nhiều quá .đầu tư các thiết bị cho sinh viên mượn , như điện thoại android , windows phone .xinh .",1,1,1,3
"thầy nhiệt huyết và giảng bao quát đề cập đến nhiều khía cạnh của bài học vấn đề .do giảng viên giảng bằng tiếng anh nên với một số bạn không học tốt anh văn như em thì để hiểu được bài giảng quả là một việc khó khăn .một số vấn đề cơ bản giảng viên nên lược bớt để không tốn thời gian .giảng viên nhiệt tình , luôn luôn đúng giờ , thường xuyên cho bài tập để giúp sinh viên tiến bộ hơn .",3,3,1,2
"dạy từ từ , chi tiết .cần tăng thêm nhiều tiết thực hành .đề nghị trang bị thiết bị vật chất tốt hơn doubledot quạt , máy chiếu .các thông tin không được tải lên moodle .",3,1,1,1
"dạy rất nhiệt tình , cho bài tập nhiều .chương trình học khá nhiều không có thời gian làm bài tập để hiểu hơn về môn học .bộ kit thực hành cần được nâng cấp để không xảy ra tình trạng hư , trục trặc .dẫn chứng thực tế .",3,1,1,3
"không truyền được cảm hứng học tập .ít bài tập hay .không có , chỉ là phòng lab máy nên được nâng cấp .đảm bảo tốt .",1,1,1,3
"một số phòng thì quạt đã bị hỏng .nên upload nội dung học sau mỗi bữa vào module để sinh viên không đi học bữa đó nắm được mình sẽ cần chuẩn bị những gì vào buổi sau .đảm bảo số ngày lên lớp , số tiết dạy .học thầy được điểm cao .",3,1,1,3
"cho nhiều bài tập để rèn luyện .sự thân thiện giúp giảm căng thẳng trong buổi học .máy chiếu quá mờ , đề nghị thay đổi .lượng kiến thức đầy đủ .",3,3,1,3
"linh kiện , máy tính của trường đã cũ , hư hỏng nhiều mà học phí năm học nào cũng tăng .thầy rất sôi nổi trong giảng dạy , em rất thích phong cách dạy của thầy .kiến thức , tài liệu , đề cương đầy đủ chi tiết .tất cả điều hài lòng .",3,3,1,3
giải thích nội dung mới rõ ràng .nên nâng cao chất lượng sơ sở .hiệu quả trình bày kiến thức không cao .giúp em biết được một phần thực tế của công việc sau này .,3,1,1,3
"thầy dạy rất nhiệt tình , rất mong thầy tiếp tục công tác tại trường .cần có nhiều trò chơi vận động hấp dẫn .cần có thêm bài tập về nhà và sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn .hệ thống wecode cần sửa lại tính năng submit kết quả cuối cùng , bao nhiêu sinh viên bị mất điểm vì submit trong đó có cả em colonsadcolon .",3,1,1,1
"sửa chữa những thiết bị máy tính hư trong phòng máy .chịu khó .nội dung thi cũng chỉ toàn lý thuyết .đó là tiền của họ , họ muốn dùng thì tùy họ , người khác nghèo không phải lỗi của họ , chưa kể tiền thuế họ đóng góp cho nước cũng đủ để gọi là xây dựng rồi .",3,1,1,1
"giảng viên nhiệt tình trong giảng dạy và chấm điểm .chương trình học không mang lại hiệu quả , chỉ mang tính chất đối phó , sinh viên không học hỏi và có thêm kinh nghiệm nhiều khi đi học thực hành .giáo viên chỉ dẫn rất nhiệt tình .lên lớp đều .",3,1,1,1
"khả năng truyền đạt kiến thức chưa cao , nhiều sinh viên khó hiểu .nên tăng thêm nguồn tài liệu cho sinh viên tiếp cận .lại dùng visual studio 2005 nên tôi xin có ý kiến về việc nâng cấp bản visual studio lên 2008 , 2010 để việc học và thi trở nên dễ dàng , hiệu quả hơn !em không có gì thắc mắc .",1,1,1,2
"nhưng trong khi đó tụi em không hiểu một chút gì về môn học mà giảng viên đang giảng dạy thì chép vào để làm gì .dạy buồn ngủ , khó hiểu .phòng học vô cùng nóng , quạt chỉ để trang trí .chuẩn bị âm thanh trước môn học ổn định để tránh mất thì giờ vì điều chỉnh âm thanh trong phòng học .",1,1,1,1
"học thì quá ít nhưng khi thi thì quá nhiều yêu cầu viết code trong đề thi thì sao mà sinh viên có thể làm được .môn học rất hay ạ , chỉ tiết rằng , phòng đào tạo xếp môn này vào năm 3 , em nghĩ môn học này không phù hợp cho năm 3 mà là năm nhất cơ .hay la mắng sinh viên khi làm bài tập không đúng .em học it002dotf23 thực hành 2 chứ không phải thực hành 1 .",3,1,1,1
"nói hơi nhanh .tăng cường cập nhập kiến thức mới .mong nhà trường sẽ nâng cao cơ sở vật chất trong phòng máy để đảm bảo hiệu quả hơn .mặc dù , có thể cái này sinh viên đang tự hiểu chỉ dùng cho các sắp xếp theo tính thự tự trong các hệ điều hành như về name , size .",1,1,1,2
"thầy dạy hay , tận tình góp ý từng bài .cho cái nhìn về môi trường bên ngoài doanh nghiệp .ở lớp khi ngồi ở những bàn sau nhìn bảng rất khó .bởi chúng em đang đi học , phải học của nhiều môn khác nhau .",3,3,1,2
nhưng kiến thức cơ bản còn chưa nắm thì làm sao mà làm được .hẹn gặp lại cô sau 2 học kỳ nữa .nên nâng cấp và bảo trì các phòng máy cũ thường xuyên hơn .em thấy đã được .,3,1,1,2
"giáo viên thân thiện , giảng giải dễ hiểu .dạy học nhiệt tình giải nhiều bài tập khó mà bọn em làm không ra .phòng học có số lượng sinh viên quá đông .phòng học gần công trình đang xây dựng nên rất ồn , mong trường có thể đổi phòng học khác , em xin cảm ơn !",3,1,1,1
"điểm danh thường xuyên .đèn và quạt .kiến thức thì được dồn lại , thời gian ở nhà thì đâu phải chỉ có để học anh văn và có những thắc mắc thì hỏi ai bây giờ .tất cả đều tốt .",2,1,2,3
"nhiệt tình và vui vẻ .chú ý giữ sức khỏe , nhất là cổ họng colonsmile .môn học cần có thêm một số kiến thức hoặc các cách khác để giải quyết các bài toán khó .máy tính của phòng thực hành không đáp ứng được nhu cầu môn học , giảng viên yêu cầu tự làm trên laptop và mang lên phòng thực hành chấm điểm , vậy phòng thực hành là phòng chấm điểm ?",1,1,1,1
"theo em thì cô nên chú trọng dạy kỹ hơn về cách làm bài tập và các dạng bài .cần trang bị máy nghe tốt hơn , có nhiều máy nghe đã xuống cấp .không có ý kiến khác .quy mô dự án quá lớn mà phải thực hiện trong một thời gian ngắn và việc quản lý một dự án đó cho cả lớp không chỉ đơn giản trong một học kỳ .",1,1,1,2
"sử dụng slide tiếng anh khó diễn đạt với sinh viên .thầy nên chiếu hết một số bài tập có trong slide của thầy ạ .thầy giảng dạy rất nhiệt tình , kiến thức sâu rộng .việc tổ chức các trò chơi tạo nhiều hứng thú cho sinh viên .",1,3,1,2
"thầy rất nhiệt tình , thẳng thắn .môn này em bị trùng lịch học do lịch thực hành hình thức 2 được công bố sau vì thế mà thời gian đi học thực hành của em cũng bị hạn chế .nâng cấp thiết bị dạy học cho môn anh văn .đúng giờ , tận tâm .",3,1,1,3
"giải ví dụ , bài tập nhiều hơn .cô vui vẻ , hay quan tâm sinh viên .không có , do em không có khả năng tiếp thu đối với môn này thôi .nâng cao cơ sở vật chất .",1,3,1,2
"tận tình quan tâm học sinh .cô dạy tận tụy , nhiệt tình !em muốn môn học gần với thực tế qua các ví dụ .phòng học còn bụi và nóng , máy chiếu tuy vẫn nhìn được nhưng như vậy vẫn là mờ , ngồi xa sẽ không thấy .",3,1,1,3
"cần nhiều thời gian hơn nữa cho việc giảng dạy , vì kiến thức đáp ứng cho môn học chưa chuyên sâu .cô rất vui vẻ , nhiệt tình , tâm huyết .đôi khi quá luyên thuyên các vấn đề không liên quan đến môn học .máy chiếu trong phòng học quá mờ khiến sinh viên không nhìn rõ nội dung khi trình chiếu !",3,1,1,2
"rất thích cách dạy của thầy , thầy rất nhiệt tình , tận tâm và rất vui tính .chất lượng đào tạo môn học hiện nay tương đối đạt .cải thiện chất lượng quạt , phòng rất nóng , hầm và bí .dễ chịu .",3,3,1,3
"thầy có thể giảng sâu hơn về trọng tâm của bài hơn một chút nữa được không ạ .đầu tư , nâng cấp hệ thống phòng máy , có biện pháp quản lý để giám sát việc cài đặt các chương trình không phục vụ mục đích học tập , các phần mềm độc hại vào các máy tính .tính điểm quá trình không công bằng .hỗ trợ thêm tài liệu cho sinh viên .",1,1,1,2
"rất nhiệt tình chỉ bảo , hướng dẫn sinh viên .em nghĩ nên cho thêm nhiều bài tập về nhà để sinh viên có thể tiếp thu bài một cách hiệu quả hơn em xin cảm ơn !nên tăng hiệu suất của máy .hy vọng nhà trường xem xét .",3,1,1,2
"tăng cường làm bài tập trên lớp !bài giảng chung chung , không đánh thức được khả năng nhạy bén của sinh viên .nên trang bị rèm che cửa .sinh viên trường wzjwz80 chúng ta hoàn toàn không được đánh giá cao so với sinh viên của wzjwz81 và wzjwz82 .",3,1,1,1
"thầy giảng nhiệt tình , dễ hiểu , luôn tạo ra các hoạt động hỏi - đáp để giúp tăng khả năng xử lý tình huống , sự sáng tạo của sinh viên .bài học sinh động và tạo cơ hội cho học viên năng động và giao tiếp nhiều .không có ý kiến gì ạ .học phòng elab quá rộng , phân tán sinh viên làm giảng viên khó tương tác trực tiếp với sinh viên .",3,2,1,2
"chiếu video lên cho sinh viên xem nhưng hệ thống âm thanh hình ảnh kém khiến sinh viên không hiểu hết được nội dung của video vào môn học .cô wzjwz290 dạy rất tận tâm , nhiệt tình colonsmile .thời gian chết trong tiết học nhiều .từ đó bọn em khó mà có được nhiều kiến thức về môn học này .",3,1,1,1
"thầy dạy không dạy nhiều trong mỗi buổi học , thời gian dạy trên lớp không đảm bảo .giỏi .chương trình hiện tại chia tới 2 lĩnh vực trong một môn học .máy chiếu khá mờ , âm thanh gặp nhiều vấn đề trục trặc .",1,2,1,3
"giảng viên tận tâm , hài hước , giúp sinh viên nắm kỹ và trau dồi kiến thức .nhiệt tình , dễ mến , thân thiện , quan tâm sinh viên .về học tập doubledot bản thân em không đồng ý về điểm thuyết trình và bài báo cáo .nhưng mà phòng thực hành hiện tại thì chỉ trang bị máy có 1 gb ram thôi .",3,1,1,1
"hài lòng nhất là đúng giờ .còn visual basic em thấy không cần thiết , nên rút ngắn thời gian giảng dạy lại thay vì mất gần nửa học kỳ để giới thiệu khái quát về visual basic .không rõ .có nhiều thời gian chết trong giờ học .",3,1,1,2
cần tăng cường thêm tài liệu .cho bài tập nâng cao khả năng tiếng anh .nhưng mà nhìn dáng thầy đi em thấy thương thương thầy .thầy nói quá nhiều vấn đề mà thời gian thì có hạn nên dẫn đến các vần đề chính thầy nói ít đi .,3,1,1,2
"giảng quá khó hiểu .cập nhật , cập nhật !thực hành chạy quá nhanh và khó hiểu .trời nóng quá và máy chiếu quá xa với lớp đông học sinh .",1,1,1,2
"em thấy nó thật sự rất tốt , giải quyết sinh viên với những vấn đề trên .thầy dạy hay , nhiệt tình .bài về nhà quá khó .cần cài đặt matlab trên các máy ở phòng thực hành .",3,1,1,3
"thầy vui tính , hòa đồng .phòng thực hành có quá nhiều máy bị hỏng .do dạy khác chuẩn coloncontemn .bài tập nhiều quá , không phù hợp lắm .",1,1,1,2
"giáo viên hướng dẫn cho code sai , hướng dẫn viết code ít , không đáp ứng được câu hỏi của học sinh .phần thi nghe , nhà trường nên trang bị hệ thống loa cho tốt , chứ máy cassette mấy bạn ngồi ở cuối lớp không nghe được gì cả quá nhỏ ồn .có những ví dụ thực tiễn .ít thực tế .",1,3,1,1
"cách giảng giải chi tiết , ví dụ dễ hiểu .đến khi cuối kỳ , chỉ cần sinh viên mắc một sai sót nhỏ thì sẽ rớt môn .hiện nay đang bước vào đợt nắng nóng , nhưng trong môt số phòng học thì doubledot quạt rất yếu gây ra nóng nực , mệt mỏi cho sinh viên và giảng viên .phòng máy có quá nhiều máy không sử dụng được .",3,1,1,1
"thấy rất hiền , rất chi là hơi trẻ con .bài tập cô đảm bảo đủ và bám theo nội dung lý thuyết !dạy rất hài lòng .cung cấp đầy đủ kiến thức từng nội dung bài học .",3,3,1,3
"kiến thức trải dài , không tập trung .mưa cho nghỉ ạ colonsmile .nhiệt tình , truyền cảm hứng tò mò nghiên cứu , khích lệ tinh thần học tập .không có điều gì !",1,1,1,2
"nên chú trọng vào môn học là hướng đối tượng .giảng viên hiền lành , nhiệt tình giúp đỡ khá nhiều cho sinh viên khi sinh viên không hiểu bài .rất hài lòng !nên cải thiện cơ sở vật chất và thiết bị dạy học , phòng máy chiếu mờ khó theo dõi .",3,1,1,3
"thầy rất vui tính và thú vị , lớp học luôn sôi động .demo tốt .phòng lab được trang bị những máy tính cấu hình thấp không đảm bảo được nhu cầu thực hành của sinh viên khoa wzjwz46 , chất lượng mạng kém , có nhiều dây mạng không thể truy cập internet .khá tốt .",3,1,1,3
"giảng khó hiểu quá , xen lẫn tiếng anh và tiếng việt .chứ em nghĩ phần thư viện standford dùng để phân loại văn bản theo phương pháp naive bayes mà thầy wzjwz133 sử dụng và áp dụng được chắc cần thời gian để nghiên cứu , tìm hiểu mà không được công bố và cho sinh viên áp dụng thì uổng và tội cho thầy wzjwz133 quá !đến lớp dúng giờ !cần chỉ cho sinh viên cách làm bài khó , không nên giải chi tiết .",1,2,1,1
nhiệt tình hướng dẫn sinh viên .cô giáo rất nhiệt tình và tận tâm !cảm ơn thầy !phòng học nóng quá nên lắp thêm quạt .,3,3,1,2
"thầy cho chép nhiều quá , nên làm thành ebook để sinh viên được theo dõi phù hợp hơn .hoặc dạy thêm các kinh nghiệm khi phỏng vấn xin việc , xin học bổng , xin thực tập .dễ hiểu .lập trình hướng đối tượng nói riêng và tất cả các môn liên quan đến lập trình nói chung theo em nên được cập nhật tài liệu thường xuyên , đặc biệt là các phần mềm trong các phòng lab để tránh tình trạng các tài liệu và phần mềm hỗ trợ học tập lỗi thời và gây khó khăn cho việc giảng dạy và học tập .",1,1,1,3
"thầy nên phân 2 - 3 nhóm làm chung đề tài seminar , như vậy những buổi seminar sẽ có phản biện và trở nên thú vị hơn .phòng lab thực hành khá cũ , nhiều máy hư gây khó khăn cho sinh viên khi thực hành .cần thêm nhiều tài liệu cho môn học .chất lượng môn học khá tốt , giảng viên truyền đạt cho sinh viên nhiều kỹ năng có ích , phòng máy đảm bảo về số lượng máy cho sinh viên .",1,1,1,3
thầy yêu cầu quá cao đối với một sinh viên có thể tiếp thu mọi kỹ năng cần truyền đạt vào một đồ án .cần làm nhiều bài tập hơn .có lịch học bù đã tự sắp .em đề nghị đổi phòng học .,1,1,1,3
"máy móc trong phòng còn gặp trục trặc , phòng học rất bụi do lâu ngày không được dọn dẹp , máy cấu hình còn yếu .thầy vui tính , giảng dạy hay , cung cấp nhiều kiến thức quý báu .bài tập về nhà của thầy rất nhiều , rất hay .cung cấp nhiều kiến thức mới , bổ ích .",3,3,1,1
cô dễ gắt lên với sinh viên .các trang bị để nghe không rõ .em chỉ có góp ý nho nhỏ đó thôi ạ .đặt hiệu suất học tập lên hàng đầu chứ không phải điểm số .,1,1,1,2
cần ra các bài thực hành sát với thực tế môn học hơn .học được nhiều điều qua cách giảng dạy nhiệt tình của thầy .nhiệt tình hết mình trong công việc giảng dạy và với sinh viên .hiện nay trong phòng lab số lượng kit học bị hư hỏng nhiều .,3,1,1,3
"kêu sinh viên nếu có thời gian thì đi dự seminar nhưng lại bắt viết bài thu hoạch lấy điểm .có những trò chơi giúp nâng cao kỹ năng của sinh viên , tạo cơ hội cho sinh viên tập giao tiếp và trình bày một vấn đề trước đám đông bằng tiếng anh .không được thực hành nhiều .em đi học đầy đủ nhưng không có máy để thực hành .",3,3,1,1
giảng hơi nhanh nên có một số kiến thức không nắm bắt kịp .cho nhiều bài tập vận dụng .dứt khoát .giải bài tập dễ hiểu .,1,3,1,3
"môn học này khi ra trường có thể sẽ không ứng dụng nhiều .chất lượng phòng máy rất tệ .ngoài copy và paste ra , giảng viên không hướng dẫn gì thêm .quả không sai !",1,1,1,2
"cần nêu ý nghĩa quan trọng của môn học nhiều hơn .thầy cô dạy tốt .giảng nhanh quá .phòng học hiện nay rất nóng nhà c , mong nhà trường có biện pháp thích hợp để khắc phục tình trạng này cho sinh viên , để sinh viên có khả năng tiếp thu kiến thức tốt xin cảm ơn !",3,1,1,2
"thầy rất tận tình , nhiệt tình chỉ lại những gì sinh viên còn vướng mắc , truyền đạt kiến thức rất hiệu quả , rất ok !cô vui tính , dạy hay và dễ hiểu .phòng lab trang bị máy cấu hình không đủ để chạy máy ảo .mong nhà trường nâng cấp thêm cho phòng máy thực hành .",1,1,1,2
"bởi vì môn giải thuật là môn khô khan và khó học nên em mong thầy làm cách nào đó để khiến sinh viên hứng thú học và đến lớp hơn .bài tập về nhà quá nhiều , làm cho sinh viên không có nhiều thời gian để làm đồ án và học môn khác .sinh viên quá đông gây nóng nực .nên nâng cấp phòng lab .",1,1,1,1
"tuy em ít đến lớp nhưng có bài khó hiểu em email hỏi thầy , thầy giải đáp rất tận tình , còn có demo nữa .thực hành đa dạng , giúp sinh viên hiểu rõ vấn đề .phòng thực hành quá kém chất lượng , máy móc không đảm bảo .lớp ồn đến nỗi không muốn đi học .",3,3,1,1
mong nhà trường sẽ khắc phục sớm .nên đăng bài tập thực hành sớm hơn .phòng học oi bức .đề khó colonbigsmile .,1,1,1,1
"toàn bộ các sinh viên đều phải tự mang laptop lên phòng thực hành học , tuy nhiên mạng để đáp ứng cho nhu cầu sử dụng nhiều laptop trong phòng thực hành lại không có .em nghĩ môn này nên mở lớp thực hành để được hướng dẫn cài đặt các thuật toán .giảng viên và sinh viên sử dụng hai ngôn ngữ lập trình khác nhau trong quá trình học và cả hai phía đều không biết đủ về ngôn ngữ khác nên gây rất nhiều khó khăn trong quá trình học .em nghĩ là "" dục tốc bất đạt "" .",1,1,1,1
"cô rất tận tình , nghiêm khắc trong giờ học .nhưng thầy không giải thích rõ ràng .phòng học anh văn chất lượng loa , micro không tốt , không đáp ứng được cho sinh viên rèn luyện kỹ năng nghe .ứng dụng thực tế vào giảng dạy nhiều , tạo cho sinh viên hình dung việc học tập sẽ làm được gì khi ra trường .",1,3,1,3
"chỉ bài tận tình .phòng thực hành quy mô chưa lớn , vẫn còn các máy tính không sử dụng được .giống giải tích 1 , không biết được mục tiêu đạt được môn học .sinh động .",3,1,1,3
giảng dạy kỹ lưỡng bài học .tạo điều kiện cho sinh viên .nên học sinh rất khó tiếp thu .mong nhà trường sắp xếp các phòng học yên tĩnh hơn .,3,3,1,1
"thầy không post bài giảng lên website môn học .đây liệu có phải là chuyên môn nghề nghiệp của ngành công nghệ thông tin chúng ta .phòng giảng đường quá nóng , bảng ở xa nên không nhìn thấy chữ ở trên bảng .phần thực hành khó , em thường làm rất mơ hồ và không hiểu ý nghĩa của bài tập .",1,1,1,1
"cô wzjwz73 dạy môn này rất truyền cảm , em rất thích môn này .thời gian học không đúng so với lịch học .khá khó hiểu .cải thiện thiết bị lớp học doubledot máy chiếu , ổ điện , quạt .",3,1,1,1
"giảng viên rất đảm bảo giờ lên lớp .nhiều bạn chỉ copy code trên mạng nhưng điểm lại cao hơn những bạn thực sự làm .phòng học quá sáng , màn chiếu bị mờ rất khó nhìn , xin ban quản lý lắp rèm để sinh viên và giảng viên thuận tiện trong việc học tập và giảng dạy .sự thân thiện và tận tình .",2,1,1,3
"cô giảng dạy rất có tâm với nghề , đôi khi cô còn cho tụi em thêm bài tập tự luyện .bài tập giảng viên cho tại lớp đáp ứng nhu cầu của sinh viên .thầy dạy rất dễ hiểu , cặn kẽ những vấn đề từ cơ bản đến nâng cao .cần thay đổi phòng học để chất lượng được nâng cao hơn .",3,3,1,3
"thầy dạy hay nhiệt huyết kiến thức về chuyên môn rộng .cung cấp nhiều kiến thức hữu ích chưa được học trong lớp .nên trang bị thêm các lớp thực hành để sinh viên có cơ hội thao tác trên thực tế nhà trường nên trang bị rèm cửa sổ để tránh ánh sáng làm mờ máy chiếu , gây khó khăn trong việc báo cáo đồ án cũng như dạy học .nếu cho được điểm 11 thì em cũng cho luôn .",3,3,1,3
"nhắn tin xem mà không trả lời .thực hành mạng cần cung cấp tài liệu thực hành trước , những câu hỏi trong thực hành cần cho sinh viên biết để tìm hiểu nghiên cứu trước chứ đến khi thực hành mới cho biết để nghiên cứu thật sự không hiểu quả .cảm ơn .rất hay .",1,1,1,2
"em biết điều này hơi khó nhưng liệu thầy có thể luyện giọng địa phương được không ạ .thầy dạy dễ hiểu , quan tâm sinh viên .chưa gặp lần nào .cần wifi mạnh ở dãy nhà cũ .",3,1,1,2
